encoded_length,current_encoded_length,best_encoded_length,encoded_ratio,current_encoded_ratio,best_encoded_ratio,encoding_time,total_encoding_time
322135.0,183929.0,121559.0,0.3831291627021884,0.2187547573739296,0.144575404376784,0.035143136978149414,8.562864303588867
170902.0,170902.0,121559.0,0.20326117982873454,0.20326117982873454,0.144575404376784,0.031737565994262695,8.59460186958313
156773.0,156773.0,121559.0,0.18645694576593722,0.18645694576593722,0.144575404376784,0.03248476982116699,8.627086639404297
318739.0,156773.0,121559.0,0.37909015223596576,0.18645694576593722,0.144575404376784,0.038846492767333984,8.66593313217163
318739.0,156773.0,121559.0,0.37909015223596576,0.18645694576593722,0.144575404376784,0.03905057907104492,8.704983711242676
154040.0,154040.0,121559.0,0.18320647002854423,0.18320647002854423,0.144575404376784,0.03653311729431152,8.741516828536987
238718.0,154040.0,121559.0,0.2839176974310181,0.18320647002854423,0.144575404376784,0.040511131286621094,8.782027959823608
321084.0,154040.0,121559.0,0.3818791627021884,0.18320647002854423,0.144575404376784,0.04337739944458008,8.825405359268188
321084.0,154040.0,121559.0,0.3818791627021884,0.18320647002854423,0.144575404376784,0.04312300682067871,8.868528366088867
154040.0,154040.0,121559.0,0.18320647002854423,0.18320647002854423,0.144575404376784,0.03645062446594238,8.90497899055481
154040.0,154040.0,121559.0,0.18320647002854423,0.18320647002854423,0.144575404376784,0.03686857223510742,8.941847562789917
164324.0,164324.0,121559.0,0.19543767840152235,0.19543767840152235,0.144575404376784,0.03913378715515137,8.980981349945068
126553.0,126553.0,121559.0,0.15051498572787822,0.15051498572787822,0.144575404376784,0.04158282279968262,9.022564172744751
126683.0,126683.0,121559.0,0.1506696003805899,0.1506696003805899,0.144575404376784,0.03724193572998047,9.059806108474731
126553.0,126553.0,121559.0,0.15051498572787822,0.15051498572787822,0.144575404376784,0.041741132736206055,9.101547241210938
